"MODULE","LOG_LEVEL","MESSAGE_TEXT","SESSION_ID","USER_ID","TIMESTAMP","LOG_SEQUENCE","ENCODED","NODE","NODE_IP_ADDRESS","PROCESS_ID","JVM_ID","THREAD_ID","AUDSID","DB_INSTANCE","TRANSACTION_CONTEXT_ID","ECID_ID","ECID_SEQ","CALLSTACK","ERRORSTACK"
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.releaseJDBCConnection(oracle.jdbc.driver.T4CConnection@1c25cd5,806987023): : BEGIN/END",806987023,102242,15-MAR-21,143510053,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41176,"",""
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.releaseJDBCConnection(oracle.jdbc.driver.T4CConnection@1c25cd5): : BEGIN/END",806987023,102242,15-MAR-21,143510052,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41175,"",""
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.releaseJDBCConnection(): BEGIN/END",806987023,102242,15-MAR-21,143510051,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41174,"",""
"fnd.plsql.FND_AOLJ_UTIL.is_Valid_ICX",1,"Hijack log: after
validateSesion private result is: VALID",806987023,102242,15-MAR-21,143510004,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90032406,1,546124,"",64765,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"END",806987023,102242,15-MAR-21,143510003,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90032406,1,546124,"",64765,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"result:  VALID",806987023,102242,15-MAR-21,143510002,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90032406,1,546124,"",64765,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=ICX_CLIENT_IANA_ENCODING; levelID=10001; levelValue=0; levelValueApplID=0",806987023,102242,15-MAR-21,143510001,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41173,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=ICX_CLIENT_IANA_ENCODING; levelID=10002; levelValue=-1; levelValueApplID=0",806987023,102242,15-MAR-21,143510000,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41172,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=ICX_CLIENT_IANA_ENCODING; levelID=10003; levelValue=-1; levelValueApplID=-1",806987023,102242,15-MAR-21,143509999,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41171,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=ICX_CLIENT_IANA_ENCODING; levelID=10004; levelValue=102242; levelValueApplID=0",806987023,102242,15-MAR-21,143509998,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41170,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPS_FRAMEWORK_AGENT; levelID=10007; levelValue=-1; levelValueApplID=-1; levelValue2=1033",806987023,102242,15-MAR-21,143509997,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41169,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPS_FRAMEWORK_AGENT; levelID=10004; levelValue=102242; levelValueApplID=0",806987023,102242,15-MAR-21,143509996,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41168,"",""
"fnd.plsql.FND_AOLJ_UTIL.is_Valid_ICX",1,"Hijack log: after
validateSesion private result is: VALID",806987023,102242,15-MAR-21,143509892,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90032406,1,546124,"",64617,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"END",806987023,102242,15-MAR-21,143509891,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90032406,1,546124,"",64617,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"result:  VALID",806987023,102242,15-MAR-21,143509890,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90032406,1,546124,"",64617,"",""
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.getJDBCConnection(): BEGIN/END",806987023,102242,15-MAR-21,143509714,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41096,"",""
"fnd.framework.webui.OAHttpSessionCookieImpl",1,"The application module for the session cookie, 99eacf5abe7076bb3c8e4ae8ba63ce4665c9a9fb4e95d595fbb0603cd81b0987_oracle.apps.fnd.framework.navigate.server.OANavigatePortletAM, was checked out at 2021-03-15 14:57:23.742",806987023,102242,15-MAR-21,143509734,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49157,"",""
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.getFNDGlobal(): END",806987023,102242,15-MAR-21,143509733,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49156,"",""
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.getFNDGlobal(): BEGIN",806987023,102242,15-MAR-21,143509732,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49155,"",""
"fnd.security.AppsConnectionManager",2,"getClientData(Object, OracleConnection): END",806987023,102242,15-MAR-21,143509731,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49154,"",""
"fnd.security.AppsConnectionManager",2,"getClientDataSupportClass(OracleConnection): END",806987023,102242,15-MAR-21,143509730,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49153,"",""
"fnd.security.AppsConnectionManager",2,"getClientDataSupportClass(OracleConnection): Using class oracle.jdbc.internal.ClientDataSupport",806987023,102242,15-MAR-21,143509729,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49152,"",""
"fnd.security.AppsConnectionManager",2,"getClientDataSupportClass(OracleConnection): BEGIN",806987023,102242,15-MAR-21,143509728,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49151,"",""
"fnd.security.AppsConnectionManager",2,"getClientData(Object, OracleConnection): BEGIN",806987023,102242,15-MAR-21,143509727,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49150,"",""
"fnd.security.AppsConnectionManager",2,"getClientData(Connection,String): END",806987023,102242,15-MAR-21,143509726,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49149,"",""
"fnd.security.AppsConnectionManager",2,"getClientData(Connection,String): BEGIN",806987023,102242,15-MAR-21,143509725,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49148,"",""
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.getJDBCConnection: END: returning oracle.jdbc.driver.T4CConnection@ce1179",806987023,102242,15-MAR-21,143509724,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49147,"",""
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.getJDBCConnection(null,806987023,false,false,false): : BEGIN",806987023,102242,15-MAR-21,143509723,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49146,"",""
"fnd.common.WebAppsContext",2,"oracle.apps.fnd.common.WebAppsContext.getJDBCConnection(): BEGIN/END",806987023,102242,15-MAR-21,143509722,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49145,"",""
"fnd.plsql.FND_AOLJ_UTIL.is_Valid_ICX",1,"Hijack log: after
validateSesion private result is: VALID",806987023,102242,15-MAR-21,143509764,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"END",806987023,102242,15-MAR-21,143509763,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"result:  VALID",806987023,102242,15-MAR-21,143509762,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"Hijack log:
initializeglobals...",806987023,102242,15-MAR-21,143509761,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"Hijack log: after
check_session - result:VALID",806987023,102242,15-MAR-21,143509760,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.check_session.timeout",1,"timeout : 30 User Id : 102242 Resp ID: -1 Resp app ID : -1",806987023,102242,15-MAR-21,143509759,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"Hijack log: call
check_session",806987023,102242,15-MAR-21,143509758,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"BEGIN ",806987023,102242,15-MAR-21,143509757,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_UTILITIES.XSID_to_SessionID",1,"Hijack log: in xsid to
sessionid return sessionid: 806987023",806987023,102242,15-MAR-21,143509756,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_UTILITIES.XSID_to_SessionID",1,"Hijack log: in xsid
to ses = 26 - query icx_sessions",806987023,102242,15-MAR-21,143509755,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_UTILITIES.XSID_to_SessionID",1,"Hijack log: in xsid to
sessionid for xsid: MhZek2rZtPOHmCoDBVfjjv4m6G",806987023,102242,15-MAR-21,143509754,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_SESSION_MANAGEMENT.validateSessionPrivate",1,"Hijack log: in
validateSessionPrivate",806987023,102242,15-MAR-21,143509753,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_AOLJ_UTIL.is_Valid_ICX",1,"Hijack log: In
is_valid_icx - now call validateSessionPrivate for xsid:
MhZek2rZtPOHmCoDBVfjjv4m6G",806987023,102242,15-MAR-21,143509752,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.plsql.FND_AOLJ_UTIL.is_Valid_ICX",1,"Hijack log:
p_isEncrypt....",806987023,102242,15-MAR-21,143509751,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","","27639","","",90048022,1,546124,"",49175,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=AFLOG_BUFFER_MODE; levelID=10001; levelValue=0; levelValueApplID=0",806987023,102242,15-MAR-21,143509735,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048022,1,546124,"",49158,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10001; levelValue=0; levelValueApplID=0",806987023,102242,15-MAR-21,143509866,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41166,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10002; levelValue=20064; levelValueApplID=0",806987023,102242,15-MAR-21,143509865,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41165,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10003; levelValue=83188; levelValueApplID=20064",806987023,102242,15-MAR-21,143509864,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41164,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=NODE_TRUST_LEVEL; levelID=10001; levelValue=0; levelValueApplID=0",806987023,102242,15-MAR-21,143509863,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41163,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=NODE_TRUST_LEVEL; levelID=10005; levelValue=1033; levelValueApplID=0",806987023,102242,15-MAR-21,143509862,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41162,"",""
"fnd.functionSecurity.FunctionSecurity",1,"NOT PROXY Session, return immediately",806987023,102242,15-MAR-21,143509861,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41161,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10001; levelValue=0; levelValueApplID=0",806987023,102242,15-MAR-21,143509860,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41160,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10002; levelValue=200; levelValueApplID=0",806987023,102242,15-MAR-21,143509859,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41159,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10003; levelValue=82278; levelValueApplID=200",806987023,102242,15-MAR-21,143509858,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41158,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=NODE_TRUST_LEVEL; levelID=10001; levelValue=0; levelValueApplID=0",806987023,102242,15-MAR-21,143509857,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41157,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=NODE_TRUST_LEVEL; levelID=10005; levelValue=1033; levelValueApplID=0",806987023,102242,15-MAR-21,143509856,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41156,"",""
"fnd.functionSecurity.FunctionSecurity",1,"NOT PROXY Session, return immediately",806987023,102242,15-MAR-21,143509855,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41155,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10001; levelValue=0; levelValueApplID=0",806987023,102242,15-MAR-21,143509854,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41154,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10002; levelValue=200; levelValueApplID=0",806987023,102242,15-MAR-21,143509853,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41153,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=APPL_SERVER_TRUST_LEVEL; levelID=10003; levelValue=82165; levelValueApplID=200",806987023,102242,15-MAR-21,143509852,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41152,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=NODE_TRUST_LEVEL; levelID=10001; levelValue=0; levelValueApplID=0",806987023,102242,15-MAR-21,143509851,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41151,"",""
"fnd.profiles.Profiles",2,"getProfileOptionValue:  name=NODE_TRUST_LEVEL; levelID=10005; levelValue=1033; levelValueApplID=0",806987023,102242,15-MAR-21,143509850,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41150,"",""
"fnd.functionSecurity.FunctionSecurity",1,"NOT PROXY Session, return immediately",806987023,102242,15-MAR-21,143509849,"N","seraebsdevapp01.netkzkzvz.vcnlbufp.oraclevcn.com","132.240.134.120","27639","oacore.default_group.2:1756632426","Thread[AJPRequestHandler-HTTPThreadGroup-131,5,HTTPThreadGroup]",90048014,1,546124,"",41149,"",""
